1,0,0,1,12/15/2022-15:18:17,25,8e5aef5a-7c89-11ed-a256-cb1082eb2227
2,0,3,2,12/15/2022-15:35:49,75,1e1a36e4-7c8c-11ed-a256-cb1082eb2227
3,0,3,2,12/15/2022-15:46:01,50,381d9da0-7c8d-11ed-a256-cb1082eb2227
4,0,2,2,12/15/2022-15:48:48,25,fe68d9b2-7c8c-11ed-a256-cb1082eb2227
5,2,3,2,12/15/2022-15:55:25,50,9abc5c52-7c8e-11ed-a256-cb1082eb2227
6,0,3,0,12/15/2022-16:08:55,25,abaecccc-7c8c-11ed-a256-cb1082eb2227
7,0,0,1,12/15/2022-16:32:56,25,fbd17b12-7c93-11ed-a256-cb1082eb2227
8,3,2,2,12/15/2022-16:59:17,25,8ece12d8-7c97-11ed-a256-cb1082eb2227
9,3,1,2,12/15/2022-19:39:58,50,2326af44-7cac-11ed-a256-cb1082eb2227
10,0,3,2,12/15/2022-20:16:47,25,4a3c6e54-7cb4-11ed-a256-cb1082eb2227
11,3,2,2,12/15/2022-20:22:13,75,8e1faca8-7cb4-11ed-a256-cb1082eb2227
12,0,2,2,12/15/2022-21:46:52,75,b3c216f6-7cc0-11ed-a256-cb1082eb2227
13,1,2,2,12/16/2022-00:15:20,50,6aac475c-7cd4-11ed-a256-cb1082eb2227
14,0,2,2,12/16/2022-07:15:34,25,2c5a3e9c-7d0f-11ed-a256-cb1082eb2227
15,2,3,2,12/16/2022-07:49:28,25,b60bfe00-7d14-11ed-a256-cb1082eb2227
16,0,2,2,12/16/2022-10:11:08,25,12b311ce-7d25-11ed-a256-cb1082eb2227
17,2,0,2,12/16/2022-10:45:01,25,b470506a-7d2c-11ed-a256-cb1082eb2227
18,2,3,2,12/16/2022-10:58:25,25,f081a2a2-7d2c-11ed-a256-cb1082eb2227
19,2,1,0,12/16/2022-10:58:25,50,f1f987b6-7d2d-11ed-a256-cb1082eb2227
20,1,3,2,12/16/2022-12:13:00,75,0303a094-7d35-11ed-a256-cb1082eb2227
21,0,2,1,12/16/2022-14:05:34,50,49537264-7d48-11ed-a256-cb1082eb2227
22,0,1,0,12/16/2022-14:37:08,25,60c0fe2e-7d40-11ed-a256-cb1082eb2227
23,0,0,1,12/16/2022-20:33:27,25,4e69523c-7d7f-11ed-a256-cb1082eb2227
24,0,2,1,12/16/2022-20:48:23,50,a181fdb4-7d81-11ed-a256-cb1082eb2227
25,0,3,2,12/17/2022-00:57:36,50,a2b6f9c8-7da4-11ed-a256-cb1082eb2227
26,0,1,0,12/17/2022-18:42:18,50,5d4283fe-7e39-11ed-a256-cb1082eb2227
27,2,3,2,12/19/2022-16:10:16,50,3790ff5e-7fb6-11ed-a256-cb1082eb2227
28,0,3,1,12/19/2022-21:12:50,50,23560f36-7fdc-11ed-a256-cb1082eb2227
29,3,3,1,12/20/2022-07:56:50,25,91a4ce8e-8039-11ed-a256-cb1082eb2227
30,0,3,1,12/20/2022-08:58:59,0,d8e27716-8042-11ed-a256-cb1082eb2227
31,0,2,1,12/20/2022-09:14:14,25,fe506b46-8044-11ed-a256-cb1082eb2227
32,1,3,0,12/20/2022-13:39:35,25,95e26756-8069-11ed-a256-cb1082eb2227
33,0,0,0,12/20/2022-15:24:06,0,62538fa4-8079-11ed-a256-cb1082eb2227
34,2,3,2,12/20/2022-15:30:09,75,b1a19c7c-8079-11ed-a256-cb1082eb2227
35,0,1,0,12/21/2022-07:51:04,25,aedd9928-8100-11ed-a256-cb1082eb2227
36,0,3,1,12/21/2022-08:28:37,50,0cf6bcae-8108-11ed-a256-cb1082eb2227
37,2,3,2,12/21/2022-09:21:43,50,ac9cecf4-810f-11ed-a256-cb1082eb2227
38,0,3,2,12/21/2022-10:11:43,50,2cb57202-8116-11ed-a256-cb1082eb2227
39,0,1,2,12/21/2022-10:24:16,25,0b2c9a00-8118-11ed-a256-cb1082eb2227
40,3,1,0,12/21/2022-10:48:00,50,0311abe6-811b-11ed-a256-cb1082eb2227
41,1,3,0,12/21/2022-10:49:28,25,392aa96c-811b-11ed-a256-cb1082eb2227
42,0,2,2,12/21/2022-10:58:50,75,1e7fb0b6-811c-11ed-a256-cb1082eb2227
43,0,3,0,12/21/2022-11:19:28,50,f949d5e8-811f-11ed-a256-cb1082eb2227
44,1,2,0,12/21/2022-11:40:48,25,93eb3fbe-8121-11ed-a256-cb1082eb2227
45,1,3,1,12/21/2022-11:54:22,0,10797c86-8121-11ed-a256-cb1082eb2227
46,0,3,2,12/21/2022-12:30:50,25,291415fa-8129-11ed-a256-cb1082eb2227
47,1,2,2,12/21/2022-12:31:07,50,a8c9bd70-8126-11ed-a256-cb1082eb2227
48,0,2,1,12/21/2022-12:54:42,25,c8f680a4-812d-11ed-a256-cb1082eb2227
49,0,3,2,12/21/2022-12:57:39,25,1db8686a-812d-11ed-a256-cb1082eb2227
50,0,2,1,12/21/2022-13:42:30,0,84201430-8133-11ed-a256-cb1082eb2227
51,2,3,0,12/21/2022-14:09:48,25,c71e168a-8136-11ed-a256-cb1082eb2227
52,0,2,2,12/21/2022-19:09:01,50,6b51e06a-815f-11ed-a256-cb1082eb2227
53,0,3,1,12/21/2022-20:39:01,25,229e7038-816c-11ed-a256-cb1082eb2227
54,0,3,2,12/21/2022-22:08:59,50,82591f6a-817a-11ed-a256-cb1082eb2227
55,3,2,2,12/22/2022-08:39:05,50,19498bb0-81d2-11ed-a256-cb1082eb2227
56,0,3,2,12/22/2022-09:20:26,25,1f407a8c-81d8-11ed-a256-cb1082eb2227
57,2,3,2,12/22/2022-10:27:28,50,6fc592b8-81e1-11ed-a256-cb1082eb2227
58,0,2,0,12/22/2022-10:47:17,25,f3514b66-81e3-11ed-a256-cb1082eb2227
59,0,2,2,12/22/2022-10:51:10,50,1c5b3896-81e4-11ed-a256-cb1082eb2227
60,0,3,1,12/22/2022-12:37:05,50,0aa64130-81f4-11ed-a256-cb1082eb2227
61,3,2,2,12/22/2022-12:40:57,0,c3642e30-81f4-11ed-a256-cb1082eb2227
62,1,2,2,12/22/2022-13:26:26,25,4244ae14-81fa-11ed-a256-cb1082eb2227
63,2,3,0,12/22/2022-13:31:49,25,930ec884-81fa-11ed-a256-cb1082eb2227
